Rank	NickName	HeroId	Level	FightScore	EquipInfo	XSoulInfo	PartnerInfo	SkillInfo
6571	维多利亚布莱曼	1	29	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	160001*1*0|160401*29*1|161001*29*2|161601*29*3|160101*29*4
6572	柴光美	2	29	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	120001*1*0|120341*29*1|120641*29*2|120541*29*3|120841*29*4
6573	殷嘉兴	1	29	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	160001*1*0|160801*29*1|160401*29*2|161001*29*3|161601*29*4
6574	晏艺	2	29	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	120001*1*0|120241*29*1|120341*29*2|120641*29*3|120541*29*4
6575	申屠永思	1	29	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	160001*1*0|160801*29*1|160401*29*2|161001*29*3|161601*29*4
6576	爱乐小主I莎莎	2	29	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	120001*1*0|120241*29*1|120341*29*2|120641*29*3|120541*29*4
6577	鬼影手X德华	1	29	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	160001*1*0|160201*29*1|160801*29*2|160401*29*3|161001*29*4
6578	殷容川	2	29	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	120001*1*0|120141*29*1|120241*29*2|120341*29*3|120641*29*4
6579	端木鹏鲲	1	29	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	160001*1*0|160201*29*1|160801*29*2|160401*29*3|161001*29*4
6580	蒂姆达蒙	2	29	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	120001*1*0|120141*29*1|120241*29*2|120341*29*3|120641*29*4
6581	百里欣怿	1	29	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	160001*1*0|160801*29*1|160401*29*2|161601*29*3|160101*29*4
6582	苏珊费恩斯	2	29	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	120001*1*0|120241*29*1|120341*29*2|120541*29*3|120841*29*4
6583	百里睿诚	1	29	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	160001*1*0|160801*29*1|160401*29*2|161601*29*3|160101*29*4
6584	我爱贝蒂	2	29	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	120001*1*0|120241*29*1|120341*29*2|120541*29*3|120841*29*4
6585	穆珊	1	29	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	160001*1*0|160201*29*1|160401*29*2|161001*29*3|161601*29*4
6586	姬晓博	2	29	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	120001*1*0|120141*29*1|120341*29*2|120641*29*3|120541*29*4
6587	穆炳然	1	29	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	160001*1*0|160201*29*1|160401*29*2|161001*29*3|161601*29*4
6588	百里高韵	2	29	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	120001*1*0|120141*29*1|120341*29*2|120641*29*3|120541*29*4
6589	司徒睿好	1	29	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	160001*1*0|160401*29*1|161001*29*2|161601*29*3|160101*29*4
6590	奥黛丽德普	2	29	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	120001*1*0|120341*29*1|120641*29*2|120541*29*3|120841*29*4
6591	欧阳飞星	1	29	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	160001*1*0|160401*29*1|161001*29*2|161601*29*3|160101*29*4
6592	亚度尼斯	2	29	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	120001*1*0|120341*29*1|120641*29*2|120541*29*3|120841*29*4
6593	威廉雨果	1	29	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	160001*1*0|160801*29*1|160401*29*2|161001*29*3|161601*29*4
6594	鬼影手X新立	2	29	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	120001*1*0|120241*29*1|120341*29*2|120641*29*3|120541*29*4
6595	柴容	1	29	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	160001*1*0|160801*29*1|160401*29*2|161001*29*3|161601*29*4
6596	诸葛宾白	2	29	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	120001*1*0|120241*29*1|120341*29*2|120641*29*3|120541*29*4
6597	贝蒂爱德华	1	29	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	160001*1*0|160201*29*1|160801*29*2|160401*29*3|161001*29*4
6598	迈克琼斯	2	29	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	120001*1*0|120141*29*1|120241*29*2|120341*29*3|120641*29*4
6599	爱罗伊	1	29	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	160001*1*0|160201*29*1|160801*29*2|160401*29*3|161001*29*4
6600	罗恩韦斯莱	2	29	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	120001*1*0|120141*29*1|120241*29*2|120341*29*3|120641*29*4
6601	诸葛飞跃	1	29	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*5*1200*-1	10004*5*2|10003*5*2|10005*5*2	160001*1*0|160801*29*1|160401*29*2|161601*29*3|160101*29*4
6602	约翰梅西	2	29	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*5*1200*-1	10004*5*2|10003*5*2|10005*5*2	120001*1*0|120241*29*1|120341*29*2|120541*29*3|120841*29*4
6603	宇文景天	1	29	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*5*1200*-1	10004*5*2|10003*5*2|10005*5*2	160001*1*0|160801*29*1|160401*29*2|161601*29*3|160101*29*4
6604	史蒂芬奥斯本	2	29	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*5*1200*-1	10004*5*2|10003*5*2|10005*5*2	120001*1*0|120241*29*1|120341*29*2|120541*29*3|120841*29*4
6605	长孙湘	1	29	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*5*1200*-1	10004*5*2|10003*5*2|10005*5*2	160001*1*0|160201*29*1|160401*29*2|161001*29*3|161601*29*4
6606	赫连咏德	2	29	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*5*1200*-1	10004*5*2|10003*5*2|10005*5*2	120001*1*0|120141*29*1|120341*29*2|120641*29*3|120541*29*4
6607	威尔杰克逊	1	29	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*5*1200*-1	10004*5*2|10003*5*2|10005*5*2	160001*1*0|160201*29*1|160401*29*2|161001*29*3|161601*29*4
6608	上官玉树	2	29	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*5*1200*-1	10004*5*2|10003*5*2|10005*5*2	120001*1*0|120141*29*1|120341*29*2|120641*29*3|120541*29*4
6609	上官德海	1	29	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*5*1200*-1	10004*5*2|10003*5*2|10005*5*2	160001*1*0|160401*29*1|161001*29*2|161601*29*3|160101*29*4
6610	阿诺杰克逊	2	29	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*5*1200*-1	10004*5*2|10003*5*2|10005*5*2	120001*1*0|120341*29*1|120641*29*2|120541*29*3|120841*29*4
6611	皇甫玉成	1	29	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*5*1200*-1	10004*5*2|10003*5*2|10005*5*2	160001*1*0|160401*29*1|161001*29*2|161601*29*3|160101*29*4
6612	尼古拉斯牛顿	2	29	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*5*1200*-1	10004*5*2|10003*5*2|10005*5*2	120001*1*0|120341*29*1|120641*29*2|120541*29*3|120841*29*4
6613	应莉娴	1	29	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*5*1200*-1	10004*5*2|10003*5*2|10005*5*2	160001*1*0|160801*29*1|160401*29*2|161001*29*3|161601*29*4
6614	宇文鹏赋	2	29	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*5*1200*-1	10004*5*2|10003*5*2|10005*5*2	120001*1*0|120241*29*1|120341*29*2|120641*29*3|120541*29*4
6615	钟碧	1	29	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*5*1200*-1	10004*5*2|10003*5*2|10005*5*2	160001*1*0|160801*29*1|160401*29*2|161001*29*3|161601*29*4
6616	应光美	2	29	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*5*1200*-1	10004*5*2|10003*5*2|10005*5*2	120001*1*0|120241*29*1|120341*29*2|120641*29*3|120541*29*4
6617	穆邵锐	1	29	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*5*1200*-1	10004*5*2|10003*5*2|10005*5*2	160001*1*0|160201*29*1|160801*29*2|160401*29*3|161001*29*4
6618	宗政高丽	2	29	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*5*1200*-1	10004*5*2|10003*5*2|10005*5*2	120001*1*0|120141*29*1|120241*29*2|120341*29*3|120641*29*4
6619	龙慕昔	1	29	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*5*1200*-1	10004*5*2|10003*5*2|10005*5*2	160001*1*0|160201*29*1|160801*29*2|160401*29*3|161001*29*4
6620	邬雨鑫	2	29	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*5*1200*-1	10004*5*2|10003*5*2|10005*5*2	120001*1*0|120141*29*1|120241*29*2|120341*29*3|120641*29*4
6621	柴思翰	1	29	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*5*1200*-1	10007*5*2|10006*5*2|10005*5*2	160001*1*0|160801*29*1|160401*29*2|161601*29*3|160101*29*4
6622	哈利康纳利	2	29	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*5*1200*-1	10007*5*2|10006*5*2|10005*5*2	120001*1*0|120241*29*1|120341*29*2|120541*29*3|120841*29*4
6623	苗邵锐	1	29	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*5*1200*-1	10007*5*2|10006*5*2|10005*5*2	160001*1*0|160801*29*1|160401*29*2|161601*29*3|160101*29*4
6624	戴安娜派克	2	29	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*5*1200*-1	10007*5*2|10006*5*2|10005*5*2	120001*1*0|120241*29*1|120341*29*2|120541*29*3|120841*29*4
6625	爱乐小主I祺祥	1	29	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*5*1200*-1	10007*5*2|10006*5*2|10005*5*2	160001*1*0|160201*29*1|160401*29*2|161001*29*3|161601*29*4
6626	尉迟乐康	2	29	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*5*1200*-1	10007*5*2|10006*5*2|10005*5*2	120001*1*0|120141*29*1|120341*29*2|120641*29*3|120541*29*4
6627	不羁少年V璞瑜	1	29	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*5*1200*-1	10007*5*2|10006*5*2|10005*5*2	160001*1*0|160201*29*1|160401*29*2|161001*29*3|161601*29*4
6628	殷璟	2	29	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*5*1200*-1	10007*5*2|10006*5*2|10005*5*2	120001*1*0|120141*29*1|120341*29*2|120641*29*3|120541*29*4
6629	长孙铃	1	29	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*5*1200*-1	10007*5*2|10006*5*2|10005*5*2	160001*1*0|160401*29*1|161001*29*2|161601*29*3|160101*29*4
6630	金S贝尔	2	29	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*5*1200*-1	10007*5*2|10006*5*2|10005*5*2	120001*1*0|120341*29*1|120641*29*2|120541*29*3|120841*29*4
6631	殷珂卉	1	29	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*5*1200*-1	10007*5*2|10006*5*2|10005*5*2	160001*1*0|160401*29*1|161001*29*2|161601*29*3|160101*29*4
6632	邬楚韩	2	29	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*5*1200*-1	10007*5*2|10006*5*2|10005*5*2	120001*1*0|120341*29*1|120641*29*2|120541*29*3|120841*29*4
6633	阿诺乔治	1	29	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*5*1200*-1	10007*5*2|10006*5*2|10005*5*2	160001*1*0|160801*29*1|160401*29*2|161001*29*3|161601*29*4
6634	米绍祺	2	29	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*5*1200*-1	10007*5*2|10006*5*2|10005*5*2	120001*1*0|120241*29*1|120341*29*2|120641*29*3|120541*29*4
6635	大卫韦斯莱	1	29	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*5*1200*-1	10007*5*2|10006*5*2|10005*5*2	160001*1*0|160801*29*1|160401*29*2|161001*29*3|161601*29*4
6636	尼古拉斯克鲁斯	2	29	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*5*1200*-1	10007*5*2|10006*5*2|10005*5*2	120001*1*0|120241*29*1|120341*29*2|120641*29*3|120541*29*4
6637	茱丽叶阿尔芭	1	29	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*5*1200*-1	10007*5*2|10006*5*2|10005*5*2	160001*1*0|160201*29*1|160801*29*2|160401*29*3|161001*29*4
6638	爱乐小主I小野	2	29	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*5*1200*-1	10007*5*2|10006*5*2|10005*5*2	120001*1*0|120141*29*1|120241*29*2|120341*29*3|120641*29*4
6639	龙昊宸	1	29	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*5*1200*-1	10007*5*2|10006*5*2|10005*5*2	160001*1*0|160201*29*1|160801*29*2|160401*29*3|161001*29*4
6640	苏珊普希金	2	29	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*5*1200*-1	10007*5*2|10006*5*2|10005*5*2	120001*1*0|120141*29*1|120241*29*2|120341*29*3|120641*29*4
6641	安得烈	1	29	6300	36101*14*34003|36102*14*34006|36103*14*34006|36104*14*34006|36105*14*34003|36106*14*34003|302011*1*0	301010*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	160001*1*0|160801*28*1|160401*28*2|161601*28*3|160101*28*4
6642	黑寡妇X诗诗	2	29	6300	36107*14*34003|36102*14*34006|36103*14*34006|36104*14*34006|36105*14*34003|36106*14*34003|302011*1*0	301020*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	120001*1*0|120241*28*1|120341*28*2|120541*28*3|120841*28*4
6643	哈利牛顿	1	29	6300	35101*14*34003|35102*14*34006|35103*14*34006|35104*14*34006|35105*14*34003|35106*14*34003|302011*1*0	301010*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	160001*1*0|160801*28*1|160401*28*2|161601*28*3|160101*28*4
6644	玛丽汉克斯	2	29	6300	35107*14*34003|35102*14*34006|35103*14*34006|35104*14*34006|35105*14*34003|35106*14*34003|302011*1*0	301020*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	120001*1*0|120241*28*1|120341*28*2|120541*28*3|120841*28*4
6645	皇甫修洁	1	29	6300	36101*14*34003|36102*14*34006|36103*14*34006|36104*14*34006|36105*14*34003|36106*14*34003|302011*1*0	301010*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	160001*1*0|160201*28*1|160401*28*2|161001*28*3|161601*28*4
6646	弗兰西斯费恩斯	2	29	6300	36107*14*34003|36102*14*34006|36103*14*34006|36104*14*34006|36105*14*34003|36106*14*34003|302011*1*0	301020*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	120001*1*0|120141*28*1|120341*28*2|120641*28*3|120541*28*4
6647	哈利布鲁姆	1	29	6300	35101*14*34003|35102*14*34006|35103*14*34006|35104*14*34006|35105*14*34003|35106*14*34003|302011*1*0	301010*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	160001*1*0|160201*28*1|160401*28*2|161001*28*3|161601*28*4
6648	应瑗	2	29	6300	35107*14*34003|35102*14*34006|35103*14*34006|35104*14*34006|35105*14*34003|35106*14*34003|302011*1*0	301020*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	120001*1*0|120141*28*1|120341*28*2|120641*28*3|120541*28*4
6649	奥黛丽科波拉	1	29	6300	36101*14*34003|36102*14*34006|36103*14*34006|36104*14*34006|36105*14*34003|36106*14*34003|302011*1*0	301010*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	160001*1*0|160401*28*1|161001*28*2|161601*28*3|160101*28*4
6650	阿米尔克鲁斯	2	29	6300	36107*14*34003|36102*14*34006|36103*14*34006|36104*14*34006|36105*14*34003|36106*14*34003|302011*1*0	301020*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	120001*1*0|120341*28*1|120641*28*2|120541*28*3|120841*28*4
6651	保罗克林顿	1	29	6300	35101*14*34003|35102*14*34006|35103*14*34006|35104*14*34006|35105*14*34003|35106*14*34003|302011*1*0	301010*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	160001*1*0|160401*28*1|161001*28*2|161601*28*3|160101*28*4
6652	东方宜春	2	29	6300	35107*14*34003|35102*14*34006|35103*14*34006|35104*14*34006|35105*14*34003|35106*14*34003|302011*1*0	301020*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	120001*1*0|120341*28*1|120641*28*2|120541*28*3|120841*28*4
6653	百里玉书	1	29	6300	36101*14*34003|36102*14*34006|36103*14*34006|36104*14*34006|36105*14*34003|36106*14*34003|302011*1*0	301010*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	160001*1*0|160801*28*1|160401*28*2|161001*28*3|161601*28*4
6654	伍鸿萍	2	29	6300	36107*14*34003|36102*14*34006|36103*14*34006|36104*14*34006|36105*14*34003|36106*14*34003|302011*1*0	301020*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	120001*1*0|120241*28*1|120341*28*2|120641*28*3|120541*28*4
6655	巴顿华盛顿	1	29	6300	35101*14*34003|35102*14*34006|35103*14*34006|35104*14*34006|35105*14*34003|35106*14*34003|302011*1*0	301010*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	160001*1*0|160801*28*1|160401*28*2|161001*28*3|161601*28*4
6656	皇甫翰音	2	29	6300	35107*14*34003|35102*14*34006|35103*14*34006|35104*14*34006|35105*14*34003|35106*14*34003|302011*1*0	301020*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	120001*1*0|120241*28*1|120341*28*2|120641*28*3|120541*28*4
6657	大卫杰克曼	1	29	6300	36101*14*34003|36102*14*34006|36103*14*34006|36104*14*34006|36105*14*34003|36106*14*34003|302011*1*0	301010*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	160001*1*0|160201*28*1|160801*28*2|160401*28*3|161001*28*4
6658	晏晟洋	2	29	6300	36107*14*34003|36102*14*34006|36103*14*34006|36104*14*34006|36105*14*34003|36106*14*34003|302011*1*0	301020*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	120001*1*0|120141*28*1|120241*28*2|120341*28*3|120641*28*4
6659	宇文康平	1	29	6300	35101*14*34003|35102*14*34006|35103*14*34006|35104*14*34006|35105*14*34003|35106*14*34003|302011*1*0	301010*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	160001*1*0|160201*28*1|160801*28*2|160401*28*3|161001*28*4
6660	大卫罗伯茨	2	29	6300	35107*14*34003|35102*14*34006|35103*14*34006|35104*14*34006|35105*14*34003|35106*14*34003|302011*1*0	301020*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	120001*1*0|120141*28*1|120241*28*2|120341*28*3|120641*28*4
6661	慕容嘉祥	1	29	6300	36101*14*34003|36102*14*34006|36103*14*34006|36104*14*34006|36105*14*34003|36106*14*34003|302011*1*0	301010*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	160001*1*0|160801*28*1|160401*28*2|161601*28*3|160101*28*4
6662	褚文华	2	29	6300	36107*14*34003|36102*14*34006|36103*14*34006|36104*14*34006|36105*14*34003|36106*14*34003|302011*1*0	301020*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	120001*1*0|120241*28*1|120341*28*2|120541*28*3|120841*28*4
6663	甄洪梅	1	29	6300	35101*14*34003|35102*14*34006|35103*14*34006|35104*14*34006|35105*14*34003|35106*14*34003|302011*1*0	301010*5*1200*-1	10005*5*2|10002*5*2|10001*5*2	160001*1*0|160801*28*1|160401*28*2|161601*28*3|160101*28*4
